,scanID,segmethod,hemisphere,nuclei,AVGDIST,manufacturerCode,model,fieldStrength
5226,139,hipsthomas,left,6,0.550874,3,HarmonyExpert,1.0
5227,139,hipsthomas,right,6,0.509267,3,HarmonyExpert,1.0
5228,139,hipsthomas,left,7,1.010459,3,HarmonyExpert,1.0
5229,139,hipsthomas,right,7,0.768991,3,HarmonyExpert,1.0
5230,139,hipsthomas,left,8,0.748021,3,HarmonyExpert,1.0
5231,139,hipsthomas,right,8,1.013619,3,HarmonyExpert,1.0
5232,139,hipsthomas,left,9,0.727488,3,HarmonyExpert,1.0
5233,139,hipsthomas,right,9,1.073139,3,HarmonyExpert,1.0
5234,139,hipsthomas,left,10,2.255426,3,HarmonyExpert,1.0
5235,139,hipsthomas,right,10,2.838932,3,HarmonyExpert,1.0
5236,139,hipsthomas,left,11,0.573606,3,HarmonyExpert,1.0
5237,139,hipsthomas,right,11,0.679308,3,HarmonyExpert,1.0
5238,139,hipsthomas,left,12,0.537215,3,HarmonyExpert,1.0
5239,139,hipsthomas,right,12,0.435268,3,HarmonyExpert,1.0
5240,140,t1thomas,left,2,0.493811,3,Symphony,1.5
5241,140,t1thomas,right,2,0.365434,3,Symphony,1.5
5242,140,t1thomas,left,4,0.688295,3,Symphony,1.5
5243,140,t1thomas,right,4,0.484819,3,Symphony,1.5
5244,140,t1thomas,left,5,1.414623,3,Symphony,1.5
5245,140,t1thomas,right,5,1.160299,3,Symphony,1.5
5246,140,t1thomas,left,6,0.526246,3,Symphony,1.5
5247,140,t1thomas,right,6,0.401492,3,Symphony,1.5
5248,140,t1thomas,left,7,0.964518,3,Symphony,1.5
5249,140,t1thomas,right,7,0.525447,3,Symphony,1.5
5250,140,t1thomas,left,8,0.51215,3,Symphony,1.5
5251,140,t1thomas,right,8,0.597955,3,Symphony,1.5
5252,140,t1thomas,left,9,0.811524,3,Symphony,1.5
5253,140,t1thomas,right,9,1.14894,3,Symphony,1.5
5254,140,t1thomas,left,10,2.498327,3,Symphony,1.5
5255,140,t1thomas,right,10,2.802486,3,Symphony,1.5
5256,140,t1thomas,left,11,0.939154,3,Symphony,1.5
5257,140,t1thomas,right,11,0.92888,3,Symphony,1.5
5258,140,t1thomas,left,12,0.768026,3,Symphony,1.5
5259,140,t1thomas,right,12,0.684296,3,Symphony,1.5
5260,140,hipsthomas,left,2,0.890935,3,Symphony,1.5
5261,140,hipsthomas,right,2,0.771138,3,Symphony,1.5
5262,140,hipsthomas,left,4,0.649062,3,Symphony,1.5
5263,140,hipsthomas,right,4,0.422132,3,Symphony,1.5
5264,140,hipsthomas,left,5,1.116508,3,Symphony,1.5
5265,140,hipsthomas,right,5,1.031002,3,Symphony,1.5
5266,140,hipsthomas,left,6,0.502835,3,Symphony,1.5
5267,140,hipsthomas,right,6,0.522554,3,Symphony,1.5
5268,140,hipsthomas,left,7,1.013345,3,Symphony,1.5
5269,140,hipsthomas,right,7,0.679108,3,Symphony,1.5
5270,140,hipsthomas,left,8,0.802811,3,Symphony,1.5
5271,140,hipsthomas,right,8,0.923926,3,Symphony,1.5
5272,140,hipsthomas,left,9,0.818766,3,Symphony,1.5
5273,140,hipsthomas,right,9,1.082081,3,Symphony,1.5
5274,140,hipsthomas,left,10,2.896347,3,Symphony,1.5
5275,140,hipsthomas,right,10,3.231578,3,Symphony,1.5
5276,140,hipsthomas,left,11,0.603267,3,Symphony,1.5
5277,140,hipsthomas,right,11,0.58127,3,Symphony,1.5
5278,140,hipsthomas,left,12,0.572682,3,Symphony,1.5
5279,140,hipsthomas,right,12,0.555834,3,Symphony,1.5
5280,142,t1thomas,left,2,0.528604,3,Espree,1.5
5281,142,t1thomas,right,2,0.334587,3,Espree,1.5
5282,142,t1thomas,left,4,0.731066,3,Espree,1.5
5283,142,t1thomas,right,4,0.432439,3,Espree,1.5
5284,142,t1thomas,left,5,1.138199,3,Espree,1.5
5285,142,t1thomas,right,5,0.960971,3,Espree,1.5
5286,142,t1thomas,left,6,0.875013,3,Espree,1.5
5287,142,t1thomas,right,6,0.723754,3,Espree,1.5
5288,142,t1thomas,left,7,0.980335,3,Espree,1.5
5289,142,t1thomas,right,7,0.997303,3,Espree,1.5
5290,142,t1thomas,left,8,0.461885,3,Espree,1.5
5291,142,t1thomas,right,8,0.626977,3,Espree,1.5
5292,142,t1thomas,left,9,0.640975,3,Espree,1.5
5293,142,t1thomas,right,9,1.069628,3,Espree,1.5
5294,142,t1thomas,left,10,2.498837,3,Espree,1.5
5295,142,t1thomas,right,10,2.809358,3,Espree,1.5
5296,142,t1thomas,left,11,1.646282,3,Espree,1.5
5297,142,t1thomas,right,11,1.57867,3,Espree,1.5
5298,142,t1thomas,left,12,1.029711,3,Espree,1.5
5299,142,t1thomas,right,12,0.882485,3,Espree,1.5
5300,142,hipsthomas,left,2,0.69272,3,Espree,1.5
5301,142,hipsthomas,right,2,0.509541,3,Espree,1.5
5302,142,hipsthomas,left,4,0.605122,3,Espree,1.5
5303,142,hipsthomas,right,4,0.445171,3,Espree,1.5
5304,142,hipsthomas,left,5,0.950887,3,Espree,1.5
5305,142,hipsthomas,right,5,0.994782,3,Espree,1.5
5306,142,hipsthomas,left,6,0.40672,3,Espree,1.5
5307,142,hipsthomas,right,6,0.498978,3,Espree,1.5
5308,142,hipsthomas,left,7,0.481896,3,Espree,1.5
5309,142,hipsthomas,right,7,0.53935,3,Espree,1.5
5310,142,hipsthomas,left,8,0.626258,3,Espree,1.5
5311,142,hipsthomas,right,8,0.935788,3,Espree,1.5
5312,142,hipsthomas,left,9,0.522202,3,Espree,1.5
5313,142,hipsthomas,right,9,1.055625,3,Espree,1.5
5314,142,hipsthomas,left,10,2.021337,3,Espree,1.5
5315,142,hipsthomas,right,10,2.630908,3,Espree,1.5
5316,142,hipsthomas,left,11,0.554322,3,Espree,1.5
5317,142,hipsthomas,right,11,0.641986,3,Espree,1.5
5318,142,hipsthomas,left,12,0.535328,3,Espree,1.5
5319,142,hipsthomas,right,12,0.504474,3,Espree,1.5
5320,143,t1thomas,left,2,0.448446,3,Aera,1.5
5321,143,t1thomas,right,2,0.391777,3,Aera,1.5
5322,143,t1thomas,left,4,0.538707,3,Aera,1.5
5323,143,t1thomas,right,4,0.594753,3,Aera,1.5
5324,143,t1thomas,left,5,0.969816,3,Aera,1.5
5325,143,t1thomas,right,5,0.945716,3,Aera,1.5
5326,143,t1thomas,left,6,0.603441,3,Aera,1.5
5327,143,t1thomas,right,6,0.652969,3,Aera,1.5
5328,143,t1thomas,left,7,0.862066,3,Aera,1.5
5329,143,t1thomas,right,7,0.688768,3,Aera,1.5
5330,143,t1thomas,left,8,0.532516,3,Aera,1.5
5331,143,t1thomas,right,8,0.656272,3,Aera,1.5
5332,143,t1thomas,left,9,0.712834,3,Aera,1.5
5333,143,t1thomas,right,9,0.951555,3,Aera,1.5
5334,143,t1thomas,left,10,2.348893,3,Aera,1.5
5335,143,t1thomas,right,10,2.928729,3,Aera,1.5
5336,143,t1thomas,left,11,1.590182,3,Aera,1.5
5337,143,t1thomas,right,11,1.673379,3,Aera,1.5
5338,143,t1thomas,left,12,0.891354,3,Aera,1.5
5339,143,t1thomas,right,12,0.930292,3,Aera,1.5
5340,143,hipsthomas,left,2,0.676403,3,Aera,1.5
5341,143,hipsthomas,right,2,0.476095,3,Aera,1.5
5342,143,hipsthomas,left,4,0.624496,3,Aera,1.5
5343,143,hipsthomas,right,4,0.390998,3,Aera,1.5
5344,143,hipsthomas,left,5,0.977275,3,Aera,1.5
5345,143,hipsthomas,right,5,1.120186,3,Aera,1.5
5346,143,hipsthomas,left,6,0.410182,3,Aera,1.5
5347,143,hipsthomas,right,6,0.585042,3,Aera,1.5
5348,143,hipsthomas,left,7,0.584669,3,Aera,1.5
5349,143,hipsthomas,right,7,0.685493,3,Aera,1.5
5350,143,hipsthomas,left,8,0.704939,3,Aera,1.5
5351,143,hipsthomas,right,8,0.83336,3,Aera,1.5
5352,143,hipsthomas,left,9,0.534512,3,Aera,1.5
5353,143,hipsthomas,right,9,1.007464,3,Aera,1.5
5354,143,hipsthomas,left,10,2.019102,3,Aera,1.5
5355,143,hipsthomas,right,10,2.743816,3,Aera,1.5
5356,143,hipsthomas,left,11,0.602488,3,Aera,1.5
5357,143,hipsthomas,right,11,0.761111,3,Aera,1.5
5358,143,hipsthomas,left,12,0.523676,3,Aera,1.5
5359,143,hipsthomas,right,12,0.504081,3,Aera,1.5
5360,144,t1thomas,left,2,0.459088,1,OPTIMA MR360,1.5
5361,144,t1thomas,right,2,0.247905,1,OPTIMA MR360,1.5
5362,144,t1thomas,left,4,0.424727,1,OPTIMA MR360,1.5
5363,144,t1thomas,right,4,0.325649,1,OPTIMA MR360,1.5
5364,144,t1thomas,left,5,0.999901,1,OPTIMA MR360,1.5
5365,144,t1thomas,right,5,1.154855,1,OPTIMA MR360,1.5
5366,144,t1thomas,left,6,0.467933,1,OPTIMA MR360,1.5
5367,144,t1thomas,right,6,0.403159,1,OPTIMA MR360,1.5
5368,144,t1thomas,left,7,0.838405,1,OPTIMA MR360,1.5
5369,144,t1thomas,right,7,0.651292,1,OPTIMA MR360,1.5
5370,144,t1thomas,left,8,0.432056,1,OPTIMA MR360,1.5
5371,144,t1thomas,right,8,0.607762,1,OPTIMA MR360,1.5
5372,144,t1thomas,left,9,0.578973,1,OPTIMA MR360,1.5
5373,144,t1thomas,right,9,1.145478,1,OPTIMA MR360,1.5
5374,144,t1thomas,left,10,2.241334,1,OPTIMA MR360,1.5
5375,144,t1thomas,right,10,2.944993,1,OPTIMA MR360,1.5
5376,144,t1thomas,left,11,1.364717,1,OPTIMA MR360,1.5
5377,144,t1thomas,right,11,1.212829,1,OPTIMA MR360,1.5
5378,144,t1thomas,left,12,0.662483,1,OPTIMA MR360,1.5
5379,144,t1thomas,right,12,0.645759,1,OPTIMA MR360,1.5
5380,144,hipsthomas,left,2,0.626363,1,OPTIMA MR360,1.5
5381,144,hipsthomas,right,2,0.557818,1,OPTIMA MR360,1.5
5382,144,hipsthomas,left,4,0.575637,1,OPTIMA MR360,1.5
5383,144,hipsthomas,right,4,0.369833,1,OPTIMA MR360,1.5
5384,144,hipsthomas,left,5,1.056009,1,OPTIMA MR360,1.5
5385,144,hipsthomas,right,5,1.135488,1,OPTIMA MR360,1.5
5386,144,hipsthomas,left,6,0.37461,1,OPTIMA MR360,1.5
5387,144,hipsthomas,right,6,0.484167,1,OPTIMA MR360,1.5
5388,144,hipsthomas,left,7,0.776658,1,OPTIMA MR360,1.5
5389,144,hipsthomas,right,7,0.545451,1,OPTIMA MR360,1.5
5390,144,hipsthomas,left,8,0.678101,1,OPTIMA MR360,1.5
5391,144,hipsthomas,right,8,0.877979,1,OPTIMA MR360,1.5
5392,144,hipsthomas,left,9,0.528167,1,OPTIMA MR360,1.5
5393,144,hipsthomas,right,9,1.215583,1,OPTIMA MR360,1.5
5394,144,hipsthomas,left,10,2.09172,1,OPTIMA MR360,1.5
5395,144,hipsthomas,right,10,3.135571,1,OPTIMA MR360,1.5
5396,144,hipsthomas,left,11,0.555784,1,OPTIMA MR360,1.5
5397,144,hipsthomas,right,11,0.676956,1,OPTIMA MR360,1.5
5398,144,hipsthomas,left,12,0.488859,1,OPTIMA MR360,1.5
5399,144,hipsthomas,right,12,0.407684,1,OPTIMA MR360,1.5
5400,145,t1thomas,left,2,0.572403,2,Ingenia S,1.5
5401,145,t1thomas,right,2,0.384544,2,Ingenia S,1.5
5402,145,t1thomas,left,4,0.625536,2,Ingenia S,1.5
5403,145,t1thomas,right,4,0.481778,2,Ingenia S,1.5
5404,145,t1thomas,left,5,1.247588,2,Ingenia S,1.5
5405,145,t1thomas,right,5,0.891288,2,Ingenia S,1.5
5406,145,t1thomas,left,6,0.463465,2,Ingenia S,1.5
5407,145,t1thomas,right,6,0.437376,2,Ingenia S,1.5
5408,145,t1thomas,left,7,0.879267,2,Ingenia S,1.5
5409,145,t1thomas,right,7,0.537389,2,Ingenia S,1.5
5410,145,t1thomas,left,8,0.47727,2,Ingenia S,1.5
5411,145,t1thomas,right,8,0.673345,2,Ingenia S,1.5
5412,145,t1thomas,left,9,0.755904,2,Ingenia S,1.5
5413,145,t1thomas,right,9,1.149504,2,Ingenia S,1.5
5414,145,t1thomas,left,10,2.098882,2,Ingenia S,1.5
5415,145,t1thomas,right,10,2.607287,2,Ingenia S,1.5
5416,145,t1thomas,left,11,0.485431,2,Ingenia S,1.5
5417,145,t1thomas,right,11,0.732394,2,Ingenia S,1.5
5418,145,t1thomas,left,12,0.595699,2,Ingenia S,1.5
5419,145,t1thomas,right,12,0.561184,2,Ingenia S,1.5
5420,145,hipsthomas,left,2,0.890853,2,Ingenia S,1.5
5421,145,hipsthomas,right,2,0.666846,2,Ingenia S,1.5
5422,145,hipsthomas,left,4,0.776424,2,Ingenia S,1.5
5423,145,hipsthomas,right,4,0.505977,2,Ingenia S,1.5
5424,145,hipsthomas,left,5,1.142465,2,Ingenia S,1.5
5425,145,hipsthomas,right,5,0.921614,2,Ingenia S,1.5
5426,145,hipsthomas,left,6,0.463844,2,Ingenia S,1.5
5427,145,hipsthomas,right,6,0.552001,2,Ingenia S,1.5
5428,145,hipsthomas,left,7,1.083508,2,Ingenia S,1.5
5429,145,hipsthomas,right,7,0.907108,2,Ingenia S,1.5
5430,145,hipsthomas,left,8,0.728222,2,Ingenia S,1.5
5431,145,hipsthomas,right,8,0.943955,2,Ingenia S,1.5
5432,145,hipsthomas,left,9,1.161335,2,Ingenia S,1.5
5433,145,hipsthomas,right,9,1.065038,2,Ingenia S,1.5
5434,145,hipsthomas,left,10,2.263619,2,Ingenia S,1.5
5435,145,hipsthomas,right,10,2.534055,2,Ingenia S,1.5
5436,145,hipsthomas,left,11,0.609741,2,Ingenia S,1.5
5437,145,hipsthomas,right,11,0.457322,2,Ingenia S,1.5
5438,145,hipsthomas,left,12,0.608855,2,Ingenia S,1.5
5439,145,hipsthomas,right,12,0.542864,2,Ingenia S,1.5
5440,146,t1thomas,left,2,0.472341,2,Intera,1.5
5441,146,t1thomas,right,2,0.321915,2,Intera,1.5
5442,146,t1thomas,left,4,0.608795,2,Intera,1.5
5443,146,t1thomas,right,4,0.453762,2,Intera,1.5
5444,146,t1thomas,left,5,1.092358,2,Intera,1.5
5445,146,t1thomas,right,5,0.960265,2,Intera,1.5
5446,146,t1thomas,left,6,0.743317,2,Intera,1.5
5447,146,t1thomas,right,6,0.695461,2,Intera,1.5
5448,146,t1thomas,left,7,1.188949,2,Intera,1.5
5449,146,t1thomas,right,7,0.878203,2,Intera,1.5
5450,146,t1thomas,left,8,0.571875,2,Intera,1.5
5451,146,t1thomas,right,8,0.717335,2,Intera,1.5
5452,146,t1thomas,left,9,0.651112,2,Intera,1.5
5453,146,t1thomas,right,9,1.077977,2,Intera,1.5
5454,146,t1thomas,left,10,2.404401,2,Intera,1.5
5455,146,t1thomas,right,10,3.157384,2,Intera,1.5
5456,146,t1thomas,left,11,1.821362,2,Intera,1.5
5457,146,t1thomas,right,11,1.987112,2,Intera,1.5
5458,146,t1thomas,left,12,1.085129,2,Intera,1.5
5459,146,t1thomas,right,12,1.138505,2,Intera,1.5
5460,146,hipsthomas,left,2,0.661407,2,Intera,1.5
5461,146,hipsthomas,right,2,0.499713,2,Intera,1.5
5462,146,hipsthomas,left,4,0.635425,2,Intera,1.5
5463,146,hipsthomas,right,4,0.434958,2,Intera,1.5
5464,146,hipsthomas,left,5,0.982692,2,Intera,1.5
5465,146,hipsthomas,right,5,1.011779,2,Intera,1.5
5466,146,hipsthomas,left,6,0.37375,2,Intera,1.5
5467,146,hipsthomas,right,6,0.556765,2,Intera,1.5
5468,146,hipsthomas,left,7,0.669813,2,Intera,1.5
5469,146,hipsthomas,right,7,0.72935,2,Intera,1.5
5470,146,hipsthomas,left,8,0.713795,2,Intera,1.5
5471,146,hipsthomas,right,8,0.939941,2,Intera,1.5
5472,146,hipsthomas,left,9,0.503705,2,Intera,1.5
5473,146,hipsthomas,right,9,0.938159,2,Intera,1.5
5474,146,hipsthomas,left,10,2.288406,2,Intera,1.5
5475,146,hipsthomas,right,10,2.68475,2,Intera,1.5
5476,146,hipsthomas,left,11,0.591648,2,Intera,1.5
5477,146,hipsthomas,right,11,0.632738,2,Intera,1.5
5478,146,hipsthomas,left,12,0.505491,2,Intera,1.5
5479,146,hipsthomas,right,12,0.543384,2,Intera,1.5
5480,147,t1thomas,left,2,0.428723,3,Symphony,1.5
5481,147,t1thomas,right,2,0.439754,3,Symphony,1.5
5482,147,t1thomas,left,4,0.494521,3,Symphony,1.5
5483,147,t1thomas,right,4,0.473623,3,Symphony,1.5
5484,147,t1thomas,left,5,1.781878,3,Symphony,1.5
5485,147,t1thomas,right,5,1.325929,3,Symphony,1.5
5486,147,t1thomas,left,6,0.39542,3,Symphony,1.5
5487,147,t1thomas,right,6,0.482981,3,Symphony,1.5
5488,147,t1thomas,left,7,0.795757,3,Symphony,1.5
5489,147,t1thomas,right,7,0.879385,3,Symphony,1.5
5490,147,t1thomas,left,8,0.44366,3,Symphony,1.5
5491,147,t1thomas,right,8,0.619526,3,Symphony,1.5
5492,147,t1thomas,left,9,0.650573,3,Symphony,1.5
5493,147,t1thomas,right,9,0.996387,3,Symphony,1.5
5494,147,t1thomas,left,10,2.447351,3,Symphony,1.5
5495,147,t1thomas,right,10,2.83936,3,Symphony,1.5
5496,147,t1thomas,left,11,0.614513,3,Symphony,1.5
5497,147,t1thomas,right,11,1.006974,3,Symphony,1.5
5498,147,t1thomas,left,12,0.705457,3,Symphony,1.5
5499,147,t1thomas,right,12,0.832657,3,Symphony,1.5
5500,147,hipsthomas,left,2,0.665416,3,Symphony,1.5
5501,147,hipsthomas,right,2,0.574036,3,Symphony,1.5
5502,147,hipsthomas,left,4,0.83745,3,Symphony,1.5
5503,147,hipsthomas,right,4,0.642162,3,Symphony,1.5
5504,147,hipsthomas,left,5,1.041495,3,Symphony,1.5
5505,147,hipsthomas,right,5,0.871156,3,Symphony,1.5
5506,147,hipsthomas,left,6,0.589134,3,Symphony,1.5
5507,147,hipsthomas,right,6,0.58084,3,Symphony,1.5
5508,147,hipsthomas,left,7,0.950265,3,Symphony,1.5
5509,147,hipsthomas,right,7,0.982475,3,Symphony,1.5
5510,147,hipsthomas,left,8,0.866087,3,Symphony,1.5
5511,147,hipsthomas,right,8,0.763525,3,Symphony,1.5
5512,147,hipsthomas,left,9,0.638386,3,Symphony,1.5
5513,147,hipsthomas,right,9,1.048139,3,Symphony,1.5
5514,147,hipsthomas,left,10,2.566538,3,Symphony,1.5
5515,147,hipsthomas,right,10,2.548991,3,Symphony,1.5
5516,147,hipsthomas,left,11,0.752271,3,Symphony,1.5
5517,147,hipsthomas,right,11,0.739595,3,Symphony,1.5
5518,147,hipsthomas,left,12,0.75258,3,Symphony,1.5
5519,147,hipsthomas,right,12,0.544775,3,Symphony,1.5
5520,148,t1thomas,left,2,0.455271,3,Espree,1.5
5521,148,t1thomas,right,2,0.333043,3,Espree,1.5
5522,148,t1thomas,left,4,0.460622,3,Espree,1.5
5523,148,t1thomas,right,4,0.346016,3,Espree,1.5
5524,148,t1thomas,left,5,0.984113,3,Espree,1.5
5525,148,t1thomas,right,5,1.745398,3,Espree,1.5
5526,148,t1thomas,left,6,0.49103,3,Espree,1.5
5527,148,t1thomas,right,6,0.385664,3,Espree,1.5
5528,148,t1thomas,left,7,1.100804,3,Espree,1.5
5529,148,t1thomas,right,7,0.645689,3,Espree,1.5
5530,148,t1thomas,left,8,0.541274,3,Espree,1.5
5531,148,t1thomas,right,8,0.631025,3,Espree,1.5
5532,148,t1thomas,left,9,0.709061,3,Espree,1.5
5533,148,t1thomas,right,9,1.055452,3,Espree,1.5
5534,148,t1thomas,left,10,2.500174,3,Espree,1.5
5535,148,t1thomas,right,10,3.304735,3,Espree,1.5
5536,148,t1thomas,left,11,0.962945,3,Espree,1.5
5537,148,t1thomas,right,11,0.859159,3,Espree,1.5
5538,148,t1thomas,left,12,0.659975,3,Espree,1.5
5539,148,t1thomas,right,12,0.552302,3,Espree,1.5
5540,148,hipsthomas,left,2,0.682978,3,Espree,1.5
5541,148,hipsthomas,right,2,0.420983,3,Espree,1.5
5542,148,hipsthomas,left,4,0.706127,3,Espree,1.5
5543,148,hipsthomas,right,4,0.431221,3,Espree,1.5
5544,148,hipsthomas,left,5,0.823194,3,Espree,1.5
5545,148,hipsthomas,right,5,0.989307,3,Espree,1.5
5546,148,hipsthomas,left,6,0.522895,3,Espree,1.5
5547,148,hipsthomas,right,6,0.458865,3,Espree,1.5
5548,148,hipsthomas,left,7,0.822026,3,Espree,1.5
5549,148,hipsthomas,right,7,0.666861,3,Espree,1.5
5550,148,hipsthomas,left,8,0.63844,3,Espree,1.5
5551,148,hipsthomas,right,8,0.863762,3,Espree,1.5
5552,148,hipsthomas,left,9,0.620441,3,Espree,1.5
5553,148,hipsthomas,right,9,1.077032,3,Espree,1.5
5554,148,hipsthomas,left,10,2.232167,3,Espree,1.5
5555,148,hipsthomas,right,10,3.131777,3,Espree,1.5
5556,148,hipsthomas,left,11,0.728204,3,Espree,1.5
5557,148,hipsthomas,right,11,0.610765,3,Espree,1.5
5558,148,hipsthomas,left,12,0.636128,3,Espree,1.5
5559,148,hipsthomas,right,12,0.469304,3,Espree,1.5
5560,149,t1thomas,left,2,0.576424,3,Skyra,3.0
5561,149,t1thomas,right,2,0.464652,3,Skyra,3.0
5562,149,t1thomas,left,4,0.716905,3,Skyra,3.0
5563,149,t1thomas,right,4,0.690966,3,Skyra,3.0
5564,149,t1thomas,left,5,1.100275,3,Skyra,3.0
5565,149,t1thomas,right,5,0.985028,3,Skyra,3.0
5566,149,t1thomas,left,6,0.714049,3,Skyra,3.0
5567,149,t1thomas,right,6,0.559855,3,Skyra,3.0
5568,149,t1thomas,left,7,1.591898,3,Skyra,3.0
5569,149,t1thomas,right,7,0.847513,3,Skyra,3.0
5570,149,t1thomas,left,8,0.504493,3,Skyra,3.0
5571,149,t1thomas,right,8,0.696802,3,Skyra,3.0
5572,149,t1thomas,left,9,0.631093,3,Skyra,3.0
5573,149,t1thomas,right,9,0.994131,3,Skyra,3.0
5574,149,t1thomas,left,10,2.632604,3,Skyra,3.0
5575,149,t1thomas,right,10,2.89965,3,Skyra,3.0
5576,149,t1thomas,left,11,1.655274,3,Skyra,3.0
5577,149,t1thomas,right,11,1.802277,3,Skyra,3.0
5578,149,t1thomas,left,12,1.223289,3,Skyra,3.0
5579,149,t1thomas,right,12,1.110633,3,Skyra,3.0
5580,149,hipsthomas,left,2,0.757071,3,Skyra,3.0
5581,149,hipsthomas,right,2,0.450419,3,Skyra,3.0
5582,149,hipsthomas,left,4,0.735734,3,Skyra,3.0
5583,149,hipsthomas,right,4,0.412801,3,Skyra,3.0
5584,149,hipsthomas,left,5,0.974053,3,Skyra,3.0
5585,149,hipsthomas,right,5,1.101214,3,Skyra,3.0
5586,149,hipsthomas,left,6,0.449374,3,Skyra,3.0
5587,149,hipsthomas,right,6,0.54198,3,Skyra,3.0
5588,149,hipsthomas,left,7,0.645996,3,Skyra,3.0
5589,149,hipsthomas,right,7,0.716609,3,Skyra,3.0
5590,149,hipsthomas,left,8,0.608668,3,Skyra,3.0
5591,149,hipsthomas,right,8,0.83283,3,Skyra,3.0
5592,149,hipsthomas,left,9,0.428265,3,Skyra,3.0
5593,149,hipsthomas,right,9,0.884976,3,Skyra,3.0
5594,149,hipsthomas,left,10,1.954866,3,Skyra,3.0
5595,149,hipsthomas,right,10,2.740325,3,Skyra,3.0
5596,149,hipsthomas,left,11,0.647126,3,Skyra,3.0
5597,149,hipsthomas,right,11,0.800156,3,Skyra,3.0
5598,149,hipsthomas,left,12,0.577393,3,Skyra,3.0
5599,149,hipsthomas,right,12,0.449632,3,Skyra,3.0
5600,150,t1thomas,left,2,0.533513,3,Avanto,1.5
5601,150,t1thomas,right,2,0.370553,3,Avanto,1.5
5602,150,t1thomas,left,4,0.440341,3,Avanto,1.5
5603,150,t1thomas,right,4,0.415814,3,Avanto,1.5
5604,150,t1thomas,left,5,1.577283,3,Avanto,1.5
5605,150,t1thomas,right,5,1.422881,3,Avanto,1.5
5606,150,t1thomas,left,6,0.435013,3,Avanto,1.5
5607,150,t1thomas,right,6,0.449298,3,Avanto,1.5
5608,150,t1thomas,left,7,0.798616,3,Avanto,1.5
5609,150,t1thomas,right,7,0.606298,3,Avanto,1.5
5610,150,t1thomas,left,8,0.465818,3,Avanto,1.5
5611,150,t1thomas,right,8,0.646473,3,Avanto,1.5
5612,150,t1thomas,left,9,0.624187,3,Avanto,1.5
5613,150,t1thomas,right,9,0.959998,3,Avanto,1.5
5614,150,t1thomas,left,10,2.270022,3,Avanto,1.5
5615,150,t1thomas,right,10,2.582754,3,Avanto,1.5
5616,150,t1thomas,left,11,0.724744,3,Avanto,1.5
5617,150,t1thomas,right,11,0.941547,3,Avanto,1.5
5618,150,t1thomas,left,12,0.668218,3,Avanto,1.5
5619,150,t1thomas,right,12,0.6723,3,Avanto,1.5
5620,150,hipsthomas,left,2,0.655654,3,Avanto,1.5
5621,150,hipsthomas,right,2,0.50768,3,Avanto,1.5
5622,150,hipsthomas,left,4,0.758362,3,Avanto,1.5
5623,150,hipsthomas,right,4,0.484459,3,Avanto,1.5
5624,150,hipsthomas,left,5,0.93531,3,Avanto,1.5
5625,150,hipsthomas,right,5,0.944308,3,Avanto,1.5
5626,150,hipsthomas,left,6,0.529493,3,Avanto,1.5
5627,150,hipsthomas,right,6,0.684908,3,Avanto,1.5
5628,150,hipsthomas,left,7,0.957404,3,Avanto,1.5
5629,150,hipsthomas,right,7,0.748919,3,Avanto,1.5
5630,150,hipsthomas,left,8,0.654048,3,Avanto,1.5
5631,150,hipsthomas,right,8,0.927303,3,Avanto,1.5
5632,150,hipsthomas,left,9,0.528762,3,Avanto,1.5
5633,150,hipsthomas,right,9,0.877034,3,Avanto,1.5
5634,150,hipsthomas,left,10,2.175085,3,Avanto,1.5
5635,150,hipsthomas,right,10,2.734072,3,Avanto,1.5
5636,150,hipsthomas,left,11,0.535324,3,Avanto,1.5
5637,150,hipsthomas,right,11,0.629456,3,Avanto,1.5
5638,150,hipsthomas,left,12,0.558238,3,Avanto,1.5
5639,150,hipsthomas,right,12,0.499919,3,Avanto,1.5
5640,151,t1thomas,left,2,0.567097,3,Skyra,3.0
5641,151,t1thomas,right,2,0.286598,3,Skyra,3.0
5642,151,t1thomas,left,4,0.522866,3,Skyra,3.0
5643,151,t1thomas,right,4,0.33845,3,Skyra,3.0
5644,151,t1thomas,left,5,1.394242,3,Skyra,3.0
5645,151,t1thomas,right,5,1.120081,3,Skyra,3.0
5646,151,t1thomas,left,6,0.413629,3,Skyra,3.0
5647,151,t1thomas,right,6,0.366571,3,Skyra,3.0
5648,151,t1thomas,left,7,0.937633,3,Skyra,3.0
5649,151,t1thomas,right,7,0.69399,3,Skyra,3.0
5650,151,t1thomas,left,8,0.476422,3,Skyra,3.0
5651,151,t1thomas,right,8,0.64482,3,Skyra,3.0
5652,151,t1thomas,left,9,0.58502,3,Skyra,3.0
5653,151,t1thomas,right,9,0.888739,3,Skyra,3.0
5654,151,t1thomas,left,10,2.300183,3,Skyra,3.0
5655,151,t1thomas,right,10,2.605338,3,Skyra,3.0
5656,151,t1thomas,left,11,0.68192,3,Skyra,3.0
5657,151,t1thomas,right,11,0.838545,3,Skyra,3.0
5658,151,t1thomas,left,12,0.581058,3,Skyra,3.0
5659,151,t1thomas,right,12,0.538908,3,Skyra,3.0
5660,151,hipsthomas,left,2,0.690484,3,Skyra,3.0
5661,151,hipsthomas,right,2,0.594459,3,Skyra,3.0
5662,151,hipsthomas,left,4,0.670235,3,Skyra,3.0
