scanID,segmethod,hemisphere,nuclei,AVGDIST,manufacturerCode,model,field
0,t1thomas,left,2,0.439672
0,t1thomas,right,2,0.289850
0,t1thomas,left,4,0.744362
0,t1thomas,right,4,0.479805
0,t1thomas,left,5,1.161694
0,t1thomas,right,5,0.971285
0,t1thomas,left,6,0.765318
0,t1thomas,right,6,0.632935
0,t1thomas,left,7,1.058426
0,t1thomas,right,7,0.737749
0,t1thomas,left,8,0.456571
0,t1thomas,right,8,0.649188
0,t1thomas,left,9,0.667386
0,t1thomas,right,9,1.166489
0,t1thomas,left,10,2.312160
0,t1thomas,right,10,3.177059
0,t1thomas,left,11,1.898380
0,t1thomas,right,11,1.666676
0,t1thomas,left,12,1.080099
0,t1thomas,right,12,0.891205
0,hipsthomas,left,2,0.783757
0,hipsthomas,right,2,0.429927
0,hipsthomas,left,4,0.665454
0,hipsthomas,right,4,0.430317
0,hipsthomas,left,5,1.116729
0,hipsthomas,right,5,1.110896
0,hipsthomas,left,6,0.384359
0,hipsthomas,right,6,0.499412
0,hipsthomas,left,7,0.600445
0,hipsthomas,right,7,0.634820
0,hipsthomas,left,8,0.676282
0,hipsthomas,right,8,1.061908
0,hipsthomas,left,9,0.553641
0,hipsthomas,right,9,1.166411
0,hipsthomas,left,10,2.386297
0,hipsthomas,right,10,3.001926
0,hipsthomas,left,11,0.513913
0,hipsthomas,right,11,0.757466
0,hipsthomas,left,12,0.526146
0,hipsthomas,right,12,0.556165
1,t1thomas,left,2,0.616863
1,t1thomas,right,2,0.416890
1,t1thomas,left,4,0.618741
1,t1thomas,right,4,0.486299
1,t1thomas,left,5,1.387891
1,t1thomas,right,5,1.189307
1,t1thomas,left,6,0.430866
1,t1thomas,right,6,0.431376
1,t1thomas,left,7,0.823446
1,t1thomas,right,7,0.464801
1,t1thomas,left,8,0.497920
1,t1thomas,right,8,0.642724
1,t1thomas,left,9,0.680987
1,t1thomas,right,9,1.418242
1,t1thomas,left,10,2.306016
1,t1thomas,right,10,2.690200
1,t1thomas,left,11,0.666176
1,t1thomas,right,11,0.995300
1,t1thomas,left,12,0.657688
1,t1thomas,right,12,0.733343
1,hipsthomas,left,2,0.650936
1,hipsthomas,right,2,0.401054
1,hipsthomas,left,4,0.929422
1,hipsthomas,right,4,0.580740
1,hipsthomas,left,5,1.180987
1,hipsthomas,right,5,0.895840
1,hipsthomas,left,6,0.506474
1,hipsthomas,right,6,0.639700
1,hipsthomas,left,7,1.254403
1,hipsthomas,right,7,0.821253
1,hipsthomas,left,8,0.665353
1,hipsthomas,right,8,0.724229
1,hipsthomas,left,9,0.647532
1,hipsthomas,right,9,1.143753
1,hipsthomas,left,10,2.501080
1,hipsthomas,right,10,2.692896
1,hipsthomas,left,11,0.528688
1,hipsthomas,right,11,0.774240
1,hipsthomas,left,12,0.574319
1,hipsthomas,right,12,0.510097
2,t1thomas,left,2,0.455073
2,t1thomas,right,2,0.390655
2,t1thomas,left,4,0.605877
2,t1thomas,right,4,0.495088
2,t1thomas,left,5,1.193720
2,t1thomas,right,5,1.576093
2,t1thomas,left,6,0.497405
2,t1thomas,right,6,0.458062
2,t1thomas,left,7,0.700063
2,t1thomas,right,7,0.597552
2,t1thomas,left,8,0.446494
2,t1thomas,right,8,0.646867
2,t1thomas,left,9,0.717230
2,t1thomas,right,9,0.963807
2,t1thomas,left,10,2.094478
2,t1thomas,right,10,2.794083
2,t1thomas,left,11,1.009061
2,t1thomas,right,11,1.010485
2,t1thomas,left,12,0.863758
2,t1thomas,right,12,0.766641
2,hipsthomas,left,2,0.778024
2,hipsthomas,right,2,0.715466
2,hipsthomas,left,4,0.790480
2,hipsthomas,right,4,0.402627
